,clf1,clf2,question,replies
10,DOCTOR,임신,제가 배란기되는날에 관계를 했는데 콘돔이 빠져서 질내사정을 했어요 밤11시쯤해서 바로 그다음날 너무 불안해서 오전10시50분쯤 산부인과에 가서 사후피임약을타서 먹었어요 그리고 이틀 후에 관계를햇는데 콘돔을착용했고 싸는것도 안에 싼게 아니라 밖에다 쌋어요임신가능성 높을가요 ㅜㅜ?? ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.사후피임약은 24시간이내 복용시 95%의 피임성공률이 있습니다.사후피임약을 복용하여도 임신이 되는 확률이 있으므로복용 2주 후에는 임신 테스트를 해 보시는 것이 좋습니다.이후 피임기구를 사용하여 정확하게 피임을 하셨다면그 관계로는 임신 가능성은 거의 없습니다.답변이 도움이 되셨길 바라며, 질문 주셔서 감사합니다. ', ' 임신을 축하합니다. 배란일로 추정되는 날에 콘돔을 착용했지만 빠져서 질내사정 해놓고 2일 뒤에는 피임을 안하셨네요. 당연히 임신 확실하지요. 아이 잘 키우시고요~ ']"
11,DOCTOR,"생리, 피임",피임도 하고 생리주기도 맞출겸 생리 첫날부터 먹었는데 언제부터 효과가 있나요? 참고로 생리주기가 많이 불규칙 적입니다 ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.경구피임약은 생리 시작일 부터 스케줄 대로 정해진 시간에꾸준히 복용하셔야만 피임의 효능이 있습니다.복용 후 2주 후부터\\xa0 피임효과를 보실 수 있으므로콘돔을 함께 사용하시는 것이 안전합니다.답변이 도움이 되셨길 바라며, 질문 주셔서 감사합니다. ']"
12,DOCTOR,"생리, 피임",1월 24일이 마지막 생리엿고 예정일 18일인데 생리가 늦어요 1월 31일날 질외사정으로 관계가 있었고2월 5일에도 질외사정으로 관계를 가졌습니다생리전증후군이 심한편인데 아무런 증상도없고산부인과를 가봐도 되는건지...걱정되네요 ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.쿠퍼액에도 소량의 정자가 포함되어 있기 때문에질외사정은 정확한 피임법이라고 할 수 없습니다.그렇기 때문에 가능성은 1%미만으로 낮으나질외사정을 하여도 임신의 가능성은 있습니다.임신여부가 불안하시다면 마지막 성관계 2주가 지났으니임신테스트기로 확인해 보시는 것이 좋으며앞으로는 정확한 피임법(콘돔, 피임약 등)을 사용하시기 바랍니다.답변이 도움이 되시길 바라며, 질문 주셔서 감사합니다. ', ' 병원 가보기전 임테기를 통해 확인해보세요. ']"
13,DOCTOR,"생리, 피임",13일에 관계하고 14일에 사후피임약을 복용했는데오늘 피가 묻어나와요 부정출혈일까요??? 마지막 생리는 2.8에 끝났어요 ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.사후피임약은 24시간이내 복용시 95%의 피임성공률이 있습니다.사후피임약 복용후 3~7일이내에 부정출혈이 보이게 되는데,부정출혈 여부가 피임효과의 근거가 되는 것은 아니므로부정출혈이 있었다고 해도 2주 후에 테스트기로 확인해 보셔야 합니다.임신테스트기가 음성으로 나왔다고 하면 임신 가능성은 거의 없습니다.답변이 도움이 되셨길 바라며, 감사합니다. ']"
14,DOCTOR,"생리, 피임",정말 도움좀 부탁 드립니다.여친은 정말 아주 정확하게 28일 주기로 생리를 합니다.한번도 생리 시작일이 틀린적이 없습니다. 이번 2월달도 13일 월요일에 시작하여 목요일 정도에 끝났습니다..이번에 생리중에 관계를 하여 양이 많지 않았다고 하네요. (물론 질외 사정이고요)생리 끝나는날 16일에 관계 가지고 어제 20일날 관계 가졌습니다. 물론 다 질의 사정 하였지만 어제 관계중 제가 많이 살짝 몇방울을 질내에 사정한것 같습니다..남자 분들은 무슨 으낌인지 아실 거에요..마지막 사정이 아니라 중간에 갑자기 나올려고 할때 조절이 안되는 상황이요. 생리 후 몇일이나 임신 가능성이 없을까요? 불안해서 잠을 못 이루겠습니다..정말 시원한 답변 부탁 드립니다: 여친도 임신 기간 아니라고 하는데 그래도 걱정이 너무 되서요..여친은 이번주 금요일 24일 부터라고 하더라고요..복잡한 남자의 심정좀 이해해 주시고 도움 부탁 드립니다. ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.임신을 정확히 알 수 있는 방법은 검사를 해보셔야 합니다.생리주기가 규칙적인 경우 다음 생리 예정일 14일 전이 배란기이며난자 생존기간 24시간, 정자 생존기간 72시간임을 고려해배란 예정일 3-4일 전후가 가임기 입니다.물론 그 당시의 몸 상태(스트레스, 체중변화, 호르몬 변화, 약물복용 등)에따라 조금씩 달라질 수는 있습니다.그러므로 피임을 안한 경우에는 임신에 대한 평가가 필요합니다.그 시기는 관계후 2주째입니다.답변이 도움이 되시길 바라며, 질문 주셔서 감사합니다. ']"
15,DOCTOR,임신,안녕하세요. 일단 저는 남자친구랑 처음 관계를 맺은날이 1/29일입니다. 그러다가 2/5~8일 날 또 맺었구요 그러다가 질이 넓어진걸느꼈구요. 질이 좀 꺼끌거리는걸 느꼇고 부은것같다는걸 느꼈고 그당시 질염에 걸린거같다고 느꼈고.. 그당시 항문이 완전간지럽구 그래서 위아래가다 고통이었어요.. 구염제? 그거 먹고 나아졌고여 그러다가 계속 임신이 아닐까 라는 생각에 스트레스가 이만저만이아니엄ㅅ습니다.. 완전 남자친구랑도 좀트러블 나고.. 완전예민보스였거든요..임신이면어떡하지?라고 그래서 그렇게 예민했구여.. 그리고 응가는 좀 똥꼬 간지러웠던거 괜찮아지고나서 응가는 잘나왔는데 쉬가 좀 많이나오긴하러다고요 관계를 하다보면 쉬가마려워요 거기가 자극되는지 요즘 쉬를 많이싸긴해요. 피곤하기도 한데 뭐 항상피곤해서 제가 아마도 갑상선?그거가 좀 그래서 그리고 저희는 관계다 흥분이그케되진않았고 제 남자친구도 싸지 않았고요. 쿠퍼액은 잘모르겠어요. 다콘돔안꼈구요.. 그리고 마지막 관계일이 2/19일 이에요 언제 임신테스트기를 사용해야할까요 오늘 살짝 노란냉에 피가좀나왔어요 완전 조금 제가 그린거와같이 저렇게 빨갛진않구 노란색에 연한빨강 그리고 더닦으니 노랑에 갈색? 그케했구요 제 생리기간는 7~8일 이고여 그 완전히 갈색생리 가 끝날때까지가 주기는 30일?정동에여 제 생리예정일은 2/13일인데 훨배지났구여 전 생리일은 1/14일이었어요생리증상이 있었어요 가슴이커지고 그리고나서 좀있다가 냉이나오고 저번에 자궁이 콕콕하는느낌받았구 2/13일쯤 냉이 거의안나오다다 지금 좀 많이나오고요 좀 끈적끈적해여 그리고 제가 한 2/19~20일 날 딸기를 사서 과일꼬치를 했는데 그게잘안되서 먹었응데 뭔가 상한느낌이 났고여 그리고 나서 배가 많이아팠어요 배탈이겠됴?설사도했고 지금 좀 배가 싸하게 아파요 테스트 언제해봐야할까여..? ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.임신초기증상은 개인마다 차이가 있을 수 있습니다.개인마다 월경주기도 다르고 체질도 다르기 때문에어떤 증상이 있다고 반드시 임신을 확신할 수는 없습니다.임신 여부는 몸에 나타나는 증상보다는 임신테스트, 혈액검사 등객관적인 방법을 통해 확인하시기 바랍니다.2월22일이 지나서 검사를 해보시면 되겠습니다.답변이 도움이 되셨길 바라며, 질문 주셔서 감사합니다. ', ' 생리예정일이 2월 13일이라면많이 지연되긴 했네요일단 내일 아침 첫소변으로 임테기를 해보셔야 하구요담부턴 꼭 피임도구를 사용하세요더 궁금하신점이나 고민 있으시면 언제든지 쪽지주세요 ', ' 임신을 축하드립니다. 꼭 예쁜 아이 출산 하세요~ ', ' 임신테스트기해봐 초기증상처럼 보이는데?조심하고 ']"
16,DOCTOR,"생리, 피임",13일날 사후피임약을 복용하였고17일이 생리예정일인데20일부터 출혈이 있습니다.부정출혈인줄알았는데 양이 제생리보다 같거나 많고 허리아픈것도 제 생리통과 같습니다. 덩어리혈도 보이구요. 부정출혈일까요ㅠ ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.사후피임약은 24시간이내 복용시 95%의 피임성공률이 있습니다.사후피임약 복용후 3~7일이내에 부정출혈이 보이게 되는데,부정출혈 여부가 피임효과의 근거가 되는 것은 아니므로부정출혈이 있었다고 해도 2주 후에 테스트기로 확인해 보셔야 합니다.임신테스트기가 음성으로 나왔다고 하면 임신 가능성은 거의 없습니다.답변이 도움이 되셨길 바라며, 감사합니다. ', ' 부정출혈을 보이는시간은 사람마다 차이가 큽니다.또한 지속시간또한 차이가있으며, 출혈의양도 차이가 클수있다는점 참고바랍니다.사후피임약 섭취시 생리주기 변경으로인해 가임기 배란일또한 바뀝니다.채택부탁드려요 ']"
17,DOCTOR,"생리, 피임",안녕하세요. 2월 14일 저녁 8시30반 경 여자친구와 관계를 가진후 실수로 피임이 잘 못되었습니다. ( 콘돔이 찢어짐). 그리고 그 다음날 오전 11시경 여자친구가 사후피임약을 복용하였습니다. 참고로 관계를 가진 날은 여자친구가 생리 직후 그 날 이였습니다. 여자친구가 생리가 주기적이지 않고 불규칙입니다. 그리고 17일날두 관계를 가졌구 피임을 제대루 했습니다. 그리고 어제 19일 밤 10시 반 즈음에 부정출혈로 의심되는 출혈을 여자친구가 했고 지금까지두 계속 하고 있습니다. 갈색 피와 검정색 피 였다가 지금은 일반 피 처럼 그런 색깔이 되었다고 합니다. 임신 가능성이 있는 건가요?? ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.사후피임약은 24시간이내 복용시 95%의 피임성공률이 있습니다.사후피임약 복용후 3~7일이내에 부정출혈이 보이게 되는데,부정출혈 여부가 피임효과의 근거가 되는 것은 아니므로부정출혈이 있었다고 해도 2주 후에 테스트기로 확인해 보셔야 합니다.임신테스트기가 음성으로 나왔다고 하면 임신 가능성은 거의 없습니다.답변이 도움이 되셨길 바라며, 감사합니다. ', ' 없어요~걱정마세요 ']"
18,DOCTOR,"생리, 피임",제가 생리를 할때가 됬는데 남자친구랑 콘돔없이 했습니다 그런데 원래는 배만 살짝 아픈데 허리 밑쪽이랑 아랫배가 요새 계속 아프고있습니다 딱히 헛구역질은 없는데 엊그제는 몸살 걸린 것 처럼 아픈데 이 증상 생리증상 이겠죠....? ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.임신을 정확히 알 수 있는 방법은 검사를 해보셔야 합니다.생리주기가 규칙적인 경우 다음 생리 예정일 14일 전이 배란기이며난자 생존기간 24시간, 정자 생존기간 72시간임을 고려해배란 예정일 3-4일 전후가 가임기 입니다.물론 그 당시의 몸 상태(스트레스, 체중변화, 호르몬 변화, 약물복용 등)에따라 조금씩 달라질 수는 있습니다.그러므로 피임을 안한 경우에는 임신에 대한 평가가 필요합니다.그 시기는 관계후 2주째입니다.답변이 도움이 되시길 바라며, 질문 주셔서 감사합니다. ', ' 임신 초기 착상때 생리때와 비슷한 증상을 보이는 분이 계세요\\xa0만약 생리할때가 지났다면 테스트기 해보시는게 좋을꺼같아요 ', ' 피임 없이 했다면 가능 성 있습니다.마지막 관계일 기준 14일 후 테스트기 사용해 보세요.배란이라는게 외부 환경 스트레스 등으로 언제든지 가능합니다.그래서 여성은 365일 가임기라고 하는거예요.임신 이 아니면 감기 걸린거 같아요. 감기 걸려도 아랫배 아플수 있거든요. ', ' 저도 아랫배가계속아프고 생리할때가됫는데 안해서 걱정이네요..질외사정을햇다면 그렇게큰걱정은안해도되지만 적당한피임법을 안사용하셧다면 2주후에 테스트해보시는게 편하실거같습니다.. ']"
19,DOCTOR,"생리, 피임",3째주면 하는시긴데 4째주가 되도안하니 불안하고 요즘별로 식욕이없고 아랫배는아픈데 하지않아서 걱정입니다ㅠㅠㅠ남자친구랑 할때는 질외사정을했고 잠도 잘안와서 2시3시정도에 자는편이에요 답변 부탁드립니당ㅠㅠㅠ ,"[' 안녕하세요. 하이닥-네이버 지식iN 산부인과 상담의 장재빈 입니다.쿠퍼액에도 소량의 정자가 포함되어 있기 때문에질외사정은 정확한 피임법이라고 할 수 없습니다.그렇기 때문에 가능성은 1%미만으로 낮으나질외사정을 하여도 임신의 가능성은 있습니다.임신여부가 불안하시다면 마지막 성관계 2주가 지났다면\\xa0임신테스트기로 확인해 보시는 것이 좋으며앞으로는 정확한 피임법(콘돔, 피임약 등)을 사용하시기 바랍니다.답변이 도움이 되시길 바라며, 질문 주셔서 감사합니다. ', ' 질외 사정은 올바른 피임법이 아닙니다.마지막 관계일 기준 14일 후 테스트기 사용해보시구요.스트레스 받거나 수면장애가 오면 생리가 미뤄 질수도 있어요. ']"
