<<<<<<< HEAD
,clf1,clf2,question,replies
240,LABOR,"산업 안전, 재해",공장에서 근무를 마치고 퇴근을 위해 공장정문앞 도로 건너편 직원용 주차장에 세워놓은 자신의 승용차를타기 위해 자전거로 이동하다가 주차장에서 넘어져 부상을 당한 경우.1. 산업재해 해당여부를 알려주세요. ,"[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 요점먄 답변을 드립니다.\\xa0 현행법상 일반적인 출퇴근 중의 재해는 산재로 인정되지 아니합니다.\\xa0 다만 질문자의 경우에는, 재해 당시 장소가 사업주의 지배관리하에 놓여 있는 장소로 인정받을 수만 있다만 산재로 승인받을 수 있는 바, 이에 관련한 자료와 정보를 통해 대한 면밀한 검토가 필요해 보입니다.\\xa0 산재 승인시에는, 1) 소정의 치료비, 2) 취업치 못한 기간에 대하여 평균임금 70%의 휴업급여 등이 지급되며, 산재기간은 근속기간에 포함되고 해고처분이 금지되어 있습니다.\\xa0 따라서 만일 재해 장소에 대한 사업주 지배관리하인지의 여부가 다소 불확실하고, 애매모호하다면 성급하게 산재로 신청치 마시고 사전에 전문적인 자문 내지 상담을 구해보시기 바랍니다.\\xa0 이상 참고가 되었으면 합니다. ', ' 해당되지 않습니다. ']"
241,LABOR,"산업 안전, 재해",6개월정도 근무를 하였는데 근무중 화상을 입어 입원하였습니다3개월이상 근무를 못하는 상황이 되었는데 병원비는 산재처리 하려고 하고있습니다 혹시 산재급여를 받을수있을까요?혹시 받을수있다면 어떻게 해야되는지 알려주세요 ㅠㅠㅠ ,"[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0\\xa0\\xa0 먼저\\xa0사고소식을 접하게 되어 위로의 말씀을 올립니다.\\xa0\\xa0\\xa0 질문하신 사항에 대한 대응책을 안내해 드립니다.\\xa0\\xa0\\xa0 1. 재해자의 입장에서는 산재보험 당연 적용 사업장에서 업무상 재해를 당한 경우에는, 산재로의 처리가 충분히 가능합니다.\\xa0\\xa0\\xa0 2. 산재처리에 관한 권한은 재해근로자의 고유한 권리이며, 산재처리는 회사가 아니라 본인이 진행하는 것이 원칙입니다.\\xa0\\xa0\\xa0\\xa03. 산재 처리시 그 절차는 다음과 같은 순서대로 진행하시면 됩니다.\\xa0\\xa01). 의료기관 원무과 또는 근로복지공단 싸이트 서식자료찾기에서 ""요양급여 신청서""를 3부 다운 받으시기 바랍니다.2). 위 신청서상에 본인 및 사업주의 서명날인을 받으시고,3). 병원 주치의 소견을 기재 받으신 후 의사 서명날인 및 병원 직인을 받으시고,4). 의료기관 의무기록지와 상병 부위 촬영(C/T, MRI 등) 결과지 사본을 교부신청하시고,5). 목격자 진술서, 사고사실확인원(119 구급대) 등을 준비하시고,6). 근로계약서, 임금 대장 등 임금 수준 입증 자료를 첨부하시고,7). 사고장소 및 상황 등 사진을 구비하시고,\\xa0\\xa0\\xa0 사업장 관할 근로복지공단 재활보상부에 제출하시면 됩니다.\\xa0\\xa0 \\xa0 4. 산재 승인시 혜택은, 1) 소정의 치료비, 2) 산재기간 중 평균임금의 70%에 달하는 휴업급여, 3) 잔존 장해에 대한 장해급여, 4) 재발시 재요양 등의 혜택을 회사가 아니라 근로복지공단으로부터 받을 수 있습니다.\\xa0\\xa0\\xa0 여기서 휴업급여는, 취업할 수 없는 것으로 인정되는 기간이면 전부 지급되는 것으로 입원이건, 통원이건, 재가요양이건 상관이 없습니다.\\xa0\\xa0\\xa0 5. 만일의 경우를 대비한다면, 사고경위에 대한 목격자 진술서, 고용관계, 임금수준 등의 입증 근거 자료나 정보를 확보 및 파악해 두시는 것이 바람직합니다.\\xa0\\xa0\\xa0 6. 회사측에서 지급한 금액이 있다면, 산재처리시 회사측에서 지급한 금액의 범위내에서 청구권을 갖게 됩니다.\\xa0\\xa0\\xa0 7. 산재처리로도 부족한 부분에 대하여는 추가적인 손해배상 청구(근재보험 등 포함)가 가능할 수 있습니다.\\xa0\\xa0 8. 산재기간은 근속기간에 포함되고, 동 기간 중에는 해고처분이 금지되어 있으므로 치료에만 전념하실 수 있습니다.\\xa0\\xa0\\xa0 이상의 답변이\\xa0미력하나마 도움이 되셨기를 바라오며,\\xa0부디 하루빨리 회복되시기를 ... ', ' 병원 원무과에 문의하시면 자세히 가르쳐 줄 겁니다.노무비대장이나 급여명세서, 통장사본, 근로계약서가 있으면 되고 요양신청서 작성시 휴업급여 청구도 같이 합니다.수고하세요. ']"
242,LABOR,산업재해보상보험,산재 재용양신청 꼭 수술한병원에서만해야되는지 아님 전국아무병원 일반종합병원 ?대학병원도 가능한가요? ,"[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 요약 답변입니다.\\xa0 재요양은 어느 의료기관이건 상관이 없습니다.\\xa0 다만, 가능한 산재 지정의료기관을 이용하시기 바랍니다.\\xa0 이상 참고가 되셨기를 ... ', ' 안녕하세요.재요양 사유만 된다면 산재승인된 병원 어느 곳이든 가능합니다.예를 들어 최초 요양은 부산에서 수술했고 1~2년후 금속판 제거술 위해 광주에서 재요양 하고자 한다면광주 지역 의료기관에서 가능합니다.도움 되셨다면 채택바랍니다. ']"
243,LABOR,"산업 안전, 재해","안녕하세요 중국에서 건설작업 중 사고발생 시 처리 절차와 대응방법을 알고싶습니다.1)통상적인 사고방식 처리 방법과\xa0정상적인 절차를 거쳤을때의 처리절차2)원청사,하청업체의 대응 방식전문가님들에 도움 부탁드립니다. ","[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 요약 답변입니다.\\xa0 해외건설공사에 대하여 사전에 산재보험에 임의로 가입한 경우 등이라면 산재보험으로 처리하시면 됩니다.\\xa0 그렇지 못한 경우는, 재해자의 입장에서는 근로기준법에 의거한 재해보상으로 처리하시거나, 이 마저 불가하다면 사고발생에 과실책임이 있는 모든 상대방들에 대한 손해배상 청구로 해결할 수 있게 됩니다.\\xa0 이상 다소나마 참고가 되었으면 합니다. ']"
244,LABOR,산업재해보상보험,산재처리를 받고싶습니다. 심한 피부염이 걸렸습니다.업무시에 접하는 화학물질로 인한 피부염으로 산재처리를 청구하고싶습니다.업무시에 접하는 화학물질로 인한 피부염이 맞다고 인정이 되면 어느정도의 비용을 받는지요?치료비에 대한 지원이 나오는지아니면 보상의 개념으로 금액이 나오는지 궁금합니다.이 질병이 걸린지는 약 일년이 넘었으며 아직 병원을 한 번 못가보고 있습니다.이번에 퇴사하면서 병원도 가보고 신청을 할껀데 퇴사를 하고도 산재처리를 받을 수 있는지요?? ,"[' 안녕하세요.\\xa0한국공인노무사회-네이버\\xa0지식iN\\xa0상담\\xa0공인노무사입니다. \\xa0\\xa0현실적인\\xa0측면에서\\xa0요약\\xa0안내해\\xa0드립니다. \\xa0\\xa0질문자의\\xa0경우\\xa0발병상병에\\xa0대하여\\xa0산재로\\xa0인정받는\\xa0것이\\xa0최선의\\xa0결과입니다. \\xa0\\xa0이 사안은 핵심은, 발병상병이\\xa0무엇이건\\xa0간에,\\xa0업무로\\xa0인하여\\xa0발병했다는\\xa0것을\\xa0입증할\\xa0수만\\xa0있어야만\\xa0산재로의\\xa0처리가\\xa0가능한\\xa0것입니다.\\xa0\\xa0산재\\xa0진행은\\xa0회사가\\xa0아니라\\xa0본인이\\xa0진행하는\\xa0것이\\xa0원칙이고,\\xa0회사에서는\\xa0조력의무만\\xa0있을\\xa0뿐입니다.\\xa0\\xa0다만,\\xa0동\\xa0상병에\\xa0대하여\\xa0산재로\\xa0인정될\\xa0확률을\\xa0얼마나\\xa0높힐\\xa0수\\xa0있느냐의\\xa0문제가\\xa0관건이라\\xa0할\\xa0것입니다. \\xa0\\xa0재해자의\\xa0입장에서는, 일단 정밀검사를 받아 정확한 확진 상병을 확인하신 후,\\xa0작업환경 및 취급 품목을 설명하시면서 주치의와\\xa0상담을\\xa0구하시어, \\xa0\\xa01)\\xa0발병\\xa0상병이\\xa0작업환경에 의한\\xa0직업병\\xa0등의\\xa0업무로\\xa0인하여\\xa0발병한\\xa0것으로\\xa0보인다는\\xa0뚜렷한\\xa0소견인\\xa0경우에는,\\xa0직접\\xa0산재로\\xa0추진하시기\\xa0바랍니다. \\xa0\\xa02)\\xa0반대로\\xa0업무와는\\xa0별로\\xa0상관이\\xa0없다는\\xa0소견이라면,\\xa0차라리\\xa0산재\\xa0추진을\\xa0포기하시고\\xa0공상으로\\xa0처리되는\\xa0것이\\xa0유리합니다. \\xa0\\xa03) 이와는 달리, 업무상 발병했을 가능성을 배제할 수 없다거나 하는 식의 다소 불확실하고, 애매모호하다면, 이경우 산재확률을 최대한 높히시려면 처음부터 전문가의 도움을 받으시는 것이 현명할 것으로 사료됩니다. \\xa0\\xa0이러한\\xa0사안의\\xa0경우는\\xa0산재\\xa0승인을\\xa0받기\\xa0위해서는\\xa0회사의\\xa0사업주\\xa0및\\xa0동료의\\xa0도움이\\xa0유리할\\xa0수\\xa0있습니다.\\xa0 또한, 상병 유발의 원인이 되는 작업환경에 대한\\xa0과정이나 취급해 오던 재료의 확보 및 분석 등이 필요할 것으로 사료됩니다. \\xa0\\xa0산재\\xa0승인시\\xa0혜택은,\\xa01)\\xa0소정의\\xa0치료비,\\xa02)\\xa0산재기간\\xa0중\\xa0평균임금의\\xa070%에\\xa0달하는\\xa0휴업급여,\\xa03)\\xa0잔존\\xa0장해에\\xa0대한\\xa0장해급여,\\xa04)\\xa0재발시\\xa0재요양\\xa0등등의\\xa0혜택을\\xa0근로복지공단으로부터\\xa0받을\\xa0수\\xa0있습니다.\\xa0 제 오랜 경험칙상 사견으로는, 실무상 기재하신 상병에 대하여 업무상 질병으로 인정받기란 상당히 어려운 것도 사실이므로, 일단 주치의 소견을 참고하시고 그 소견을 근거로 산재 추진 의향이시라면 차라리 처음부터 전문가로부터 도움을 구해보시는 것이 그나마 산재로의 승인확률을 높힐 수 있지 않을까 사료됩니다.\\xa0 참고로 산재기간은 근속기간에 포함되고, 동 기간 중에는 해고처분이 금지되어 있으므로 치료에만 전념하실 수 있습니다.\\xa0\\xa0이상 미력하나마\\xa0도움이\\xa0되셨기를\\xa0바라오며,\\xa0만일\\xa0추가로\\xa0문의사항이\\xa0있으시면\\xa0재차\\xa0질문해\\xa0주시기\\xa0바랍니다.\\xa0\\xa0부디\\xa0하루빨리\\xa0회복되시기를\\xa0... ', ' 병원원무과.산재담당.인사관리.방사선사.자세교정상담 책임자로 근무했던대구 안심연근을 이용한전국최초한우연근불고기전문점K.범스불고기 김점장입니다병원에서 말씀처럼 업무와 연관성 있는피부질환이 맞다는 소견이 나오고3일이상 치료가 필요 하다고 하면일단 산재신청가능합니다퇴사해도 신청가능합니다병원엔 퇴사전에 가셔서 진료기록 남겨두시는게좋을겁니다단. 신청은 가능하나 공단에서 심사후승인여부를 결정합니다즉 담당주치의 소견을 참고해 공단 담당자와자문의가 심사하지요일단 승인되면1. 일부 비급여를 제외한 치료비전액2. 요양승인 기간내 업무불가시  휴업에 대한 급여지급 (휴업급여) 산정 밎 인정된 평균임금의 70%3. 통원교통비 (왕복버스비)4. 장해가 남을시 장해보상금5. 후유증관리가 필요시 후유증상관리비 (관리카드에 명시된 치료등에 대한 비용)등 받을수 있답니다자세한건 다니시는 병원이 산재지정병원이먼병원 산재 담당자에게지졍병원이 아닐경우관할 근로복지공단에서 안내 받으세요 ']"
245,LABOR,근로기준,"안녕하세요\xa0근로기준법 상 일용직 근로자에 대해서 지급액의 상한선이 정해져 있나요?최저임금이상은\xa0지급해야 한다는 것은 알지만, 상한선이 있는지 궁금합니다.\xa0정확한 답변 부탁드립니다! ","[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 요약 답변입니다.\\xa0 일용직이건, 월급제건 상관없이 임금의 상한액은 별도로 정해진 바가 없습니다.\\xa0 이상 참고가 되셨기를.... ']"
246,LABOR,근로기준,정직원으로 사대보헝다넣고근무하다 시급으로 바꿔서 근무를하고잇습니다. 근무기간 합쳐서3월이면 1년이되는데요 퇴직금 받을수잇을까요? ,"[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 요약 답변입니다.\\xa0 시급제로의 전환 이후로도 4주간 60시간 이상 근무하였다면 퇴직금이 존재할 것으로 추정됩니다.\\xa0 이상 참고가 되셨기를 ... ', ' 안녕하세요 !법정퇴직금 지급의 조건은 다음과 같습니다.1.계속 근로 연수가 1년 이상일 것. 2. 근로자로서 퇴직할 것,2.구체적으로 4주간을 평균하여 1주간의 소정근로시간이 15시간이상일 것등이 퇴직금 지급조건입니다.따라서 정규직과 비정규직의 경우에도 계속근로연수의 단절만 없고, 상기의 조건만갖춰지면 ,퇴직금 지급의 조건이 됩니다.만약 계속근로기간의 단절이\\xa0\\xa0 있는 경우에는\\xa0 각각\\xa0 해당 기간별로 따지게 됩니다상기의 경우에는 일반적인 사항으로 개별적, 구체적인 사항에 따라서 결과가 달라질 수있습니다. ']"
247,LABOR,산업재해보상보험,안녕하세요..다름이 아니라..제가 16년12월30일 송년회겸 회식중 다리쪽에 뼈가 부러져 수술을 하였습니다.1차는 전직원이 참여를 하였고..2차는 일부 직원들만 참여를 하였습니다.물론 2차 비용은 대표님이 주신돈이었구여....\xa0헌데... 2차 노래방에서 놀던중 화장실을 가다가 계단에서 발을 헛디뎌....다리 골절이 되었습니다.\xa0최초산재신청을 했는데..... 승인이 난건지 안난건지 잘 몰라서..오늘 공단 사이트에 들어가서 확인을 했더니 2월17일자로 불승인 처리 되었다고 표기가 되어있었어여...\xa0이런 경우 어떻게 처리를 해야 하나요??퇴원할때 병원비도 제가 다 결제를 한 상태이고... 아직까지 통원치료를 하고 있는 상태이고..물리 치료도 받아야 하는데... 산재처리가 되지 않아서 받지도 못하고 있는 상태이고..매번 병원에 갈때마다 병원비도 제 돈으로 현재 결제하고 있습니다.\xa0소명확인서 작성해 달라서 작성을 해 줬고....영수증도 1차 영수증 제출...2차는 모... 후불이니까... 사고가 난 관계로 처리를 하지 못했고여...\xa0정확한 불승인 사유를 현재 알지 못하고 있는 상태입니다.내일이면 또 병원에 가야 하는상태이고....\xa0다리 골절로 인해서 현재 핀이 박혀 있는 상태입니다.핀은 1년뒤에 제거를 한다고 병원에서 그러네요..\xa0어떻게 처리를 해야 할지 몰라서 질문을 드립니다.\xa0그 2차만 가지 않았더라도 실질적으로 다칠일은 없었겠죠? ,"[' 안녕하세요.\\xa0한국공인노무사회-네이버\\xa0지식iN\\xa0상담\\xa0공인노무사입니다.\\xa0\\xa0현실적인\\xa0차원에서\\xa0요약\\xa0안내해\\xa0드립니다.\\xa0\\xa0비록\\xa0안타깝지만\\xa0현\\xa0상황에서는,\\xa0근로복지공단으로의\\xa0불승인\\xa0처분에\\xa0불복이라면, 일단\\xa090일\\xa0이내에\\xa0심사청구\\xa0또는\\xa0행정소송의\\xa0이의\\xa0제기를\\xa0하는\\xa0방법 외에는\\xa0달리\\xa0도리가\\xa0없는\\xa0것입니다.\\xa0\\xa0따라서\\xa0일단\\xa0""행정정보공개청구""를\\xa0통하여\\xa0이 사건\\xa0공단측의\\xa0불승인\\xa0처분 근거\\xa0및\\xa0사유에\\xa0대하여\\xa0자세하게\\xa0검토해\\xa0보시는\\xa0것이\\xa0순서입니다.\\xa0\\xa0그\\xa0이후\\xa0승소\\xa0확률의\\xa0정도에\\xa0따라\\xa0이의제기\\xa0여부를\\xa0판단하신 후, 불복이시라면 이를 반박할\\xa0수\\xa0있는\\xa0근거나\\xa0자료를\\xa0추가로 확보하신\\xa0후\\xa0이의를 제기하시기\\xa0바랍니다.\\xa0\\xa0다만,\\xa0공단으로부터\\xa01차로\\xa0불승인\\xa0처분을\\xa0받은\\xa0사건을\\xa0승소하기란\\xa0매우\\xa0어려운\\xa0것이기에,\\xa0이러한\\xa0사안의 경우에는\\xa0상당할\\xa0정도의\\xa0전문적,\\xa0기술적인\\xa0지식과\\xa0경험이\\xa0요구되는\\xa0것도\\xa0사실이므로,\\xa0현실적으로는\\xa0전문가로부터\\xa0도움을\\xa0받으시는\\xa0것이\\xa0승소\\xa0확률을\\xa0높힐\\xa0수\\xa0있지\\xa0않을까\\xa0사료됩니다.\\xa0\\xa0이상의 답변이\\xa0미력하나마\\xa0도움이\\xa0되셨기를\\xa0바라오며,\\xa0만일\\xa0추가로\\xa0문의사항이\\xa0있으시면\\xa0재차\\xa0질문해\\xa0주시기\\xa0바랍니다. ', ' 안녕하세요.산재보상전문 태령행정사사무소 김규백행정사입니다.회식 중의 재해가 산재로 인정받기 위해서는1) 회식이 사업주의 노무관리상 필요에 의해서 개최되어야하고,2) 그 비용을 사업주 내지 사용주가 지불하여 하며3) 회식 참가에 있어 강제성이 부여되어야 하는 조건에 해당되어야 합니다.보통 1차 회식 참가시까지는 위의 기준을 충족시켜 산재로 인정받는데, 2차의 경우에는 개개인의 자의적 참가로보고 불승인되는 경우가 대부분입니다.질문인도 이경우에 해당된 것으로보고 공단에서 불승인한 것으로 생각됩니다.일단 요양불승인이 떨어진 상황에서는 공단의 처분에 대한 심사청구를 하셔야하는데,2차 노래방에 간 것이 불가피한 사정으로 참석 못한 직원들 외엔 빠질 수 없었던 불가피한 사유가 소명되어야 합니다.사업주나 직속상관이 참석 여부와 질문인이 참석하게 된 불가피한 사정만 소명할 수 있다면 전혀 불가능한 건 아닙니다.보다 구체적인 것은 2차 회식을 간 경위를 알려주시면 다시 답변드리도록 하겠습니다. ']"
248,LABOR,산업재해보상보험,"제가 아는 지식으로는 \xa0산업재해보상보험법을 적용받지 못하는 사업자의 재해로 근로자가 근로기준법에 의해 보장받는 것으로 알고있는데,Q.1) \xa0산재보험이 없는 사업(장)에서 발생한 업무중 재해는 그 사업자가 근로기준법 상 지급기준으로 근로자에게 직접 보상하는게 맞나요??\xa0Q.2) 산재사고로 보험급여가 지급될 때, 보험사에서 직접 근로자에게 지급하나요?? 사업자에게 지급한 후 사업자가 근로자에게 주나요??Q.3) 산재보험이 가입된 사업장에서 보험사고가 발생했을 때,\xa0\xa0 \xa0 \xa0근로자가 임의로 산재보험 대신 근로기준법으로 처리 받는다고 주장할 수 있나요?\xa0 \xa0 \xa0없다면, 부족한 부분은 민법 상 손해배상청구를 하는 건가요??머릿 속에서 뒤죽박죽입니다. 지식인 분의 도움부탁드립니다.ㅠㅠ ","[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 간략하게 요약 답변을 드립니다.\\xa0 1. 산재 적용이 불가할 경우는, 사업주에 대하여 근로기준법에 의거한 재해보상 청구가 가능합니다.\\xa0 2. 산재의 경우는 대체지급 등 특별한 사정이 없다면, 근로복지공단에서 재해자에게 직접 지급합니다.\\xa0 3. 사업주의 입장에서는 재해자가 산재를 거부한다면 굳이 보상해 줄 의무는 없다 하겠습니다.\\xa0 산재로도 부족한 부분에 대하여는 추가적인 손해배상 청구가 가능할 수도 있습니다.\\xa0 일반적으로 사업주나 근로자 모두에게 산재로 처리되는 것이 유리한 편입니다.\\xa0 정히 처리가 여의치 아니하다면 사전에 전문적인 자문 내지 상담을 받으시기 바랍니다.\\xa0 이상 다소나마 참고가 되었으면 합니다. ', ' 안녕하세요.산재보상전문 태령행정사사무소 김규백행정사입니다.1. 1인 이상 근로자를 사용하는 일반사업장의 경우 모든 사업장이 산재보상 적용사업장이기 때문에 근기법에 의하여 사업주로부터 직접 보상을 받는 경우는 거의 없다고 보시면 됩니다.2. 산재보험은 강제보험이기 때문에 사업주가 산재보험에 가입하지 않았더라도 재해시 보상을 해주고 급여징수 50%라는 패널피를 물게합니다.3. 일단 산재보험으로 처리되면 중대재해가 아닌한 근기법이나 산업안전보건법상 형사소추를 면합니다.4.산재보상은 근로복지공단에서 직접손실비인 치료비는 병원에 기타 휴업.장해급여는 근로자에게 직접 지급하고 있습니다.5. 산재보상은 법에서 정한 최소한의 보상이기 때문에 과실상계,노동력상실률 등으로 실전 만사 손해배상금액에 의한 그차액을 사업주나 원인제공자에게 청구할 수 있습니다.이제 정리가 좀 되셨는지요?추가로 산재보상법 기준보다 근기법상 보상기준이 더 적습니다.산재 휴업급여는 70%인데 근기법은 60%이고,유족급여도 산재는 1,300일분인데 근기법은 1,000일분입니다.어떤걸 선택하시겠습니까?그래도 궁금하시면 또 질문 올려주세요. ']"
249,LABOR,근로기준,"1년 넘게 근무한 회사를 그만두었는데요,한달에 반을 넘게 야근을 했는데, 야근수당을 전혀 못받아서요.야근수당 신고할때 출퇴근 기록 있으면 좋다고 해서 근태기록도 준비해두었구요.혼자 신고안하고 3명정도 같이 신고할 예정인대요,그냥 고용센터 가서 신고를 하면 되는건가요??그리고, 작년 말에 전직원 상여금 받은게 있는데 이것도 야근수당신고해서 받을때불합리적으로 다가갈수 있을까요??참고로, 전직원 모두 받았구요. 신고들어가면 애매하다 해서 현금으로 받았어요.또하나 질문하자면, 근태기록을\xa0제것만 다운받은게\xa0아니라 전직원 기록을 모두 다운받았는데법적으로\xa0문제가 되는게 있을까요?? 예를들면 회사정보유출같은....;;빠른 답변 부탁드릴게요~!!! ","[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0 질문하신 사항에 대하여 실무적 차원에서 안내를 해 드리겠습니다.\\xa0 1. 임금채권 청구권의 소멸시효는 3년입니다.\\xa0 2. 법적권리는 일반적으로 주장하는 쪽에서 입증할 책임이 있습니다.\\xa0 따라서 초과근로 등에 대한 입증근거의 확보가 중요하며, 이를 금액으로 환산할 수 있어야만 합니다.\\xa0 즉, 초과 근로시간을 입증할 수 있는 근거와 근로계약서, 급여대장, 임금 지급에 관한 규정 등의 자료가 필요하게 됩니다.\\xa0 3. 그 외 추가적인 법정 제수당 등의 권리가 존재하는지에 대한 검토도 필요해 보이며, 만일 사직의 경우라면 퇴직금이 증가할 수도 있습니다.\\xa0 4. 이 같은 사안은 가능한 단체로 추진하시는 것이 다방면에서 유리하게 작용할 것으로 사료됩니다.\\xa0 5. 본인 외 근태기록\\xa0 수집 등의 경우는 문제 발생 소지가 다분하므로, 이를 근거로 사용할 경우 신중을 기하여 선별해야 할 것으로 사료됩니다.\\xa0 이상의 답변이 미력하나마 참고가 되셨기를 바라오며, 만일 추가로 문의사항이 있으시면 재차 질문해 주시기 바랍니다. ']"
250,LABOR,산업재해보상보험,"산업재해 재심사청구에 관해 질문드립니다요양급여를 인정하지 않은 건에대해근로자가 심사청구를 하였고 요양급여 불인정에 대한 취소 결정을 하였습니다.이에 대해 사업자가 재심사을 청구하는 경우청구취지를 어떻게 써야 하나요이때 원처분은 요양급여를 인정하지 않은 건 인가요그것을 취소한 결정인가요원처분기관은 근로복지공단 00지사 인가요, 근로복지공단 인가요 ","[' 안녕하세요. 한국공인노무사회-네이버 지식iN 상담 공인노무사입니다.\\xa0\\xa0간략하게 안내를 해 드리겠습니다.\\xa0 근로자가 산재로 신청하였으나 최초 불승인 처분되었고, 이에 대하여 심사청구를 제기하여 원처분지사의 처분이 부당하다 판단되어\\xa0""취소""되어 현재 산재로 승인받은 상황으로 판단됩니다.\\xa0 다만, 위 취소 처분은 근로자가 이의제기를 하여\\xa0결정받은 결과이므로 사업주가 이에 대하여 왈가왈부할 수는 없는 것입니다.\\xa0 즉, 위 공단의 산재 승인 결정에 불복이라면, 사업주 입장에서는 소송을 제기하여 승소하는 방법 외에는 달리 도리가 없을 것으로 사료됩니다.\\xa0 따라서, 일단 공단측의 산재 승인 결정의 근거 및 이유에 대하여 면밀하게 검토하신 후, 이를 반박할 수 있는 근거와 자료를 확보하시어 소송을 제기하실 수밨에 없어 보입니다.\\xa0 다만 이러한 사안의 경우는, 상당할 정도의 전문적 지식과 경험이 요구되므로 전문가의 도움을 받아 진행하시는 것이 바람직할 것으로 사료됩니다.\\xa0 이상 다소나마 참고가 되었으면 합니다. ', ' 안녕하세요.산재보상전문 태령행정사사무소 김규백행정사입니다.질문인 소속 근로자의 재해가 애초에 공단 지사로부터 요앙불승인 처분을 받았는데 심사청구를 통하여 취소결정을 받아 공단 지사로부터 요양승인을 받았던 것이군요.그런데 어떤 사유인지는 모르겠지만,질문인 소속 근로자가 요양승인을 받음으로써 50% 급여징수 당하신 경우도 있겠지만요,어쨌던 재해근로자가 요양승인됨으로써 질문인이 사업주인 경우 산재보험법상 불이익이 발생된 경우라면 이익당사자로써 처분의 부당하다고 심사청구를 구하실 수 있습니다.심사청구가 아니면 행정심판도 청구하실 수가 있습니다.단지 재해로 인하여 질문인의 불이익이 무엇인지는 위 질문내용으로는 알 수 없으니 보다 더 구체적인 내용을 네임카드로 알려 주시면 답글드리겠습니다. ']"
